timestamp,bolt1_x,bolt2_x,bolt3_x,bolt1_y,bolt2_y,bolt3_y
2024-09-23 14:52:46,1672.4376862681834,1897.0492329078115,1816.0672267142231,-773.9771147042434,-559.3194466030142,-1040.2707072318376
2024-09-23 14:52:46,1672.4057149483574,1897.0167271877917,1816.036072695624,-774.0148232897208,-559.4216670266809,-1040.2688321603212
2024-09-23 14:52:46,1672.418117792119,1896.9704998196987,1816.0278015537783,-773.9964436449736,-559.3555206702471,-1040.265181509535
2024-09-23 14:52:46,1672.4353360669359,1897.0317427195198,1816.030871981144,-773.9884082175962,-559.3951141270561,-1040.2752759437565
2024-09-23 14:52:47,1672.4372862270113,1897.00006995327,1816.0335735848319,-773.9984718223758,-559.4104754072436,-1040.2453412227583
2024-09-23 14:52:47,1672.4167029726514,1897.0420639406032,1816.0159499888114,-773.9702281130543,-559.4443917963971,-1040.2530327293587
2024-09-23 14:52:47,1672.418463014953,1897.0497067656197,1816.0211478889182,-773.981582280761,-559.4271343925718,-1040.245978291498
2024-09-23 14:52:47,1672.3566484294674,1897.0468509058642,1816.0070273031956,-774.2420451631182,-559.4617372347501,-1040.2449511945038
2024-09-23 14:52:47,1672.415469456669,1897.0992452962544,1816.0136029617045,-774.0030550510592,-559.399377843923,-1040.2764784696024
2024-09-23 14:52:47,1672.372028593744,1897.0356929766847,1816.0066751904174,-774.2365310534656,-559.4287157045602,-1040.2617126108491
2024-09-23 14:52:47,1672.4284110942788,1896.9916006403196,1815.9853461715197,-773.9932743338119,-559.3197338009322,-1040.245309443277
2024-09-23 14:52:47,1672.3246806760994,1897.0193765268941,1816.0017220139835,-774.2307846123938,-559.3942220176875,-1040.2619741510114
2024-09-23 14:52:47,1672.4193123086766,1897.0995199525253,1815.9863927043705,-774.0053906854041,-559.357497513822,-1040.2530431220532
2024-09-23 14:52:47,1672.350327520924,1897.0541436665726,1816.0040782782169,-774.250078413334,-559.4451368118333,-1040.2940592921373
2024-09-23 14:52:47,1672.3922750138215,1897.0135109251967,1815.9893140133888,-773.9807537869572,-559.4122974575665,-1040.2374749108603
2024-09-23 14:52:47,1672.4314526313456,1897.0370530704165,1815.9816755292968,-773.9875652705139,-559.4343855438584,-1040.2510538370082
2024-09-23 14:52:47,1672.352411531625,1897.0599472060564,1815.9796956677667,-774.2473569723849,-559.3462936936508,-1040.2588583713145
2024-09-23 14:52:47,1672.2986046535505,1897.0186985044227,1815.9675945183985,-773.8300824178692,-559.3984305911712,-1040.2533966156777
2024-09-23 14:52:48,1672.444296584589,1897.0321779570215,1815.9796516017527,-774.0014277486209,-559.3718924170804,-1040.2719931144889
2024-09-23 14:52:48,1672.33054837914,1897.0453785322195,1815.983946708739,-774.2205060510051,-559.4349356238782,-1040.2398599574342
2024-09-23 14:52:48,1672.3158857983262,1897.0307611689154,1815.9768510662548,-773.8312997515467,-559.4107587254861,-1040.267231996356
2024-09-23 14:52:48,1672.4205478330134,1897.0396978473996,1815.97421204638,-773.9846336732197,-559.4565214767042,-1040.235030844358
2024-09-23 14:52:48,1672.384885162661,1897.0204735011198,1815.9845511390497,-773.6380722148758,-559.4094788373511,-1040.2707829036542
2024-09-23 14:52:48,1672.3430638336627,1897.0975157315986,1815.9667803417826,-773.8246506116883,-559.3303276518814,-1040.2701235503762
2024-09-23 14:52:48,1672.3669086881073,1897.0401549640246,1815.9388417642351,-773.6255592594839,-559.4305730335294,-1040.2394208417895
2024-09-23 14:52:48,1672.3148649845052,1897.046533638051,1815.925754804942,-773.8189068140318,-559.3949169218932,-1040.2701098514046
2024-09-23 14:52:48,1672.4070785981805,1897.046584645825,1815.913206791971,-773.9938151278898,-559.417430476657,-1040.2538882595284
2024-09-23 14:52:48,1672.3513245722847,1897.0480952482014,1815.9187732637959,-774.2461103658154,-559.4534394110724,-1040.2763930128447
2024-09-23 14:52:48,1672.3247605179442,1897.0797804022639,1815.9278443981932,-773.8168090506254,-559.439784824546,-1040.253288853399
2024-09-23 14:52:48,1672.3775571973292,1897.0432394569289,1815.882929652267,-773.6348105634092,-559.3945037541574,-1040.1936753815357
2024-09-23 14:52:48,1672.4162351327861,1896.997401513253,1812.5646344222585,-773.9784976822802,-559.3680182145542,-1038.3840001820724
2024-09-23 14:52:49,1672.3530514615752,1897.027254656257,1812.560601689452,-774.2301156355841,-559.39756549425,-1038.3843662158451
2024-09-23 14:52:49,1672.340980499423,1897.0134327686737,1812.5360586897068,-774.2363205264845,-559.3982292846844,-1038.3679139417125
2024-09-23 14:52:49,1672.440115449711,1897.068471160359,1812.5721149110727,-773.9757712995349,-559.4453256534986,-1038.3875952100334
2024-09-23 14:52:49,1672.3452019134597,1897.019222704996,1812.56411946812,-774.2311966129909,-559.4335097072918,-1038.3695431431001
2024-09-23 14:52:49,1669.8486078609321,1897.1116847360338,1812.8096015618291,-774.1562906806727,-559.3819355029414,-1038.3857201302592
2024-09-23 14:52:50,1669.8507728581426,1897.0695701676054,1812.7937636963454,-774.1478498598923,-559.4455780007348,-1038.3738145845848
2024-09-23 14:52:50,1669.8489189752759,1897.0365713375086,1812.7969111159407,-774.1697227873868,-559.4045712715924,-1038.4007383556432
2024-09-23 14:52:50,1669.9460623946497,1897.0214364123701,1812.7825320174043,-773.9973804221289,-559.367445685921,-1038.3818735045736
2024-09-23 14:52:50,1669.9444686956476,1897.030378557555,1812.7902528324048,-773.9976551922606,-559.3903234713858,-1038.3803565358317
2024-09-23 14:52:50,1669.9413363751305,1897.0229329378278,1812.7765083464774,-773.9891737847415,-559.4225859707626,-1038.3793520860838
2024-09-23 14:52:50,1669.8298376853813,1897.0440625928898,1812.8033157675177,-774.1520844801075,-559.395374367468,-1038.3680010834537
2024-09-23 14:52:50,1672.3245489878962,1897.0759035769152,1812.8251896038644,-773.8378415376611,-559.4806062788268,-1038.3965623613938
2024-09-23 14:52:50,1672.3247197345072,1897.0179865573623,1815.2820041169557,-774.227025127292,-559.387724714756,-1039.117309823769
2024-09-23 14:52:50,1672.318199613164,1897.0427467442964,1816.0610960758868,-773.8215920758272,-559.4103012508086,-1040.242722279863
2024-09-23 14:52:50,1672.3433166784791,1897.9300087053978,1816.0796523104016,-774.2371218121198,-559.8483297609782,-1040.255535343816
2024-09-23 14:52:50,1672.3353796669603,1897.8346322827445,1816.0623487084017,-774.2223119933061,-559.8398275924569,-1040.2305536486588
2024-09-23 14:52:50,1672.7178379298282,1897.9012128272664,1816.0602546218743,-774.7981022448563,-559.8071268808621,-1040.2488630191403
2024-09-23 14:52:50,1672.3745114315213,1897.917271389403,1816.0493724426988,-774.7758943991762,-559.8379288560897,-1040.240886094105
2024-09-23 14:52:51,1672.7083459525725,1897.8899792802904,1816.05401727094,-774.8058508318878,-559.8028581505016,-1040.2472617348783
2024-09-23 14:52:51,1672.652996358284,1897.9120202552492,1816.053369373241,-774.9065042034838,-559.8333305383763,-1040.2499737665994
2024-09-23 14:52:51,1672.651239831943,1897.9199535358432,1816.0436539718528,-774.9033637750739,-559.839838965719,-1040.2417411225456
2024-09-23 14:52:51,1672.6666110350259,1897.911444216766,1816.0589583286837,-774.9026926021467,-559.8258286548321,-1040.2404528304776
2024-09-23 14:52:51,1672.7179627523021,1897.938125588864,1816.0614569327856,-774.7983874035613,-559.8856813519517,-1040.2472525305923
2024-09-23 14:52:51,1672.6570880790362,1897.932884013527,1816.0602002447358,-774.9035408116398,-559.8424086219641,-1040.2477282892196
2024-09-23 14:52:51,1672.7227554276392,1897.934567392872,1816.054678149762,-774.809212906791,-559.8576490969855,-1040.239676870971
2024-09-23 14:52:51,1672.6621447927096,1897.9256265777126,1816.043650869172,-774.9050177952817,-559.8607432803647,-1040.2343900956573
2024-09-23 14:52:51,1672.4575963601696,1897.9119091952412,1816.0440763798188,-774.5339683527866,-559.8446059462358,-1040.2339490491092
2024-09-23 14:52:51,1672.6538755239449,1897.9231249919408,1816.0377095533588,-774.902721092473,-559.8474281805733,-1040.2343984144952
2024-09-23 14:52:51,1672.6549076877245,1897.05123140004,1816.0418165468727,-774.9026024640982,-558.9963514934054,-1040.2413966726892
2024-09-23 14:52:51,1672.3125374498482,1897.090709911347,1816.0478370175467,-773.7298986840904,-559.4722715699816,-1040.2457074749025
2024-09-23 14:52:51,1672.4349804632272,1897.0896560245678,1816.042601688375,-773.9795792971622,-559.4696143219088,-1040.2441037778374
2024-09-23 14:52:51,1672.3255287955349,1897.0179632940965,1816.0429891434515,-773.8281900985752,-559.386410153208,-1040.2539965162755
2024-09-23 14:52:52,1672.3207588224589,1897.015961885117,1816.0375986703539,-773.8139249461987,-559.411952979743,-1040.2491378116672
2024-09-23 14:52:52,1672.431262853096,1897.0449134602463,1816.0347434591674,-773.9759538226903,-559.4396417791744,-1040.1030916337986
2024-09-23 14:52:52,1672.3148794887636,1897.032315749567,1816.010900204716,-773.8066663528687,-559.3224312446205,-1040.1728368357267
2024-09-23 14:52:52,1672.3471366885558,1897.100572772309,1816.0733621728614,-774.2251919977916,-559.3569078080458,-1040.2138105502445
2024-09-23 14:52:52,1672.4357389940828,1897.0398223049356,1816.121599643249,-773.9707206994864,-559.42134944612,-1040.2922294313128
2024-09-23 14:52:52,1672.4421677113824,1897.0370590646942,1816.1147210902757,-773.9865952373609,-559.3471826146741,-1040.2810502424993
